episode_id,environment_complexity,num_robots,num_tasks,task_dependency_level,obstacle_density,initial_position,target_position,path_length,collisions,energy_consumption,time_taken,task_completion_rate,reward_score,po_tsatd3_action,navigation_efficiency,scheduling_efficiency,overall_performance_score
563,medium,3,13,interdependent,0.44,"(29, 49)","(78, 84)",156.87,5,72.33,483.21,97.71,63.05,adjust_learning_rate,0.384,0.977,58.02
564,low,1,8,interdependent,0.19,"(8, 24)","(76, 92)",87.28,5,265.51,166.35,85.84,57.51,increase_exploration,1.102,0.858,71.33
565,low,2,17,sequential,0.75,"(40, 26)","(51, 53)",78.36,0,138.97,470.92,89.45,80.03,optimize_schedule,0.372,0.895,83.71
566,low,1,19,interdependent,0.53,"(20, 39)","(58, 87)",64.0,4,239.24,296.4,77.93,52.0,adjust_learning_rate,0.957,0.779,71.91
567,medium,5,14,independent,0.68,"(3, 22)","(85, 52)",169.32,0,258.28,126.9,70.17,67.63,optimize_schedule,0.516,0.702,82.62
568,medium,4,9,interdependent,0.53,"(44, 9)","(81, 81)",134.02,0,278.6,454.6,71.45,62.36,optimize_schedule,0.604,0.715,84.87
569,high,2,16,interdependent,0.12,"(42, 13)","(87, 77)",135.38,5,286.7,224.46,89.95,60.46,increase_exploration,0.578,0.9,60.62
570,low,1,14,sequential,0.78,"(2, 34)","(60, 50)",166.01,2,99.82,301.48,75.6,59.57,optimize_schedule,0.362,0.756,69.29
571,medium,2,8,independent,0.32,"(26, 27)","(90, 51)",176.3,3,112.37,188.85,93.38,74.6,optimize_schedule,0.388,0.934,68.27
572,medium,4,14,independent,0.43,"(7, 39)","(52, 91)",86.22,4,287.1,293.21,61.94,36.08,optimize_schedule,0.798,0.619,64.82
573,high,4,14,sequential,0.19,"(30, 20)","(72, 66)",56.52,3,71.38,466.01,93.15,68.83,adjust_learning_rate,1.102,0.932,84.09
574,low,5,16,interdependent,0.53,"(22, 15)","(97, 56)",150.71,2,56.89,425.64,92.9,74.39,optimize_schedule,0.567,0.929,77.69
575,medium,1,14,independent,0.19,"(27, 38)","(97, 59)",111.37,4,162.98,492.85,91.2,61.34,optimize_schedule,0.656,0.912,68.18
576,medium,5,15,independent,0.57,"(8, 13)","(58, 99)",175.29,2,172.68,358.57,94.35,77.18,adjust_learning_rate,0.568,0.943,78.02
577,high,2,10,interdependent,0.62,"(28, 17)","(97, 65)",111.35,1,181.5,234.25,73.09,63.41,adjust_learning_rate,0.755,0.731,83.02
578,medium,2,10,sequential,0.48,"(3, 25)","(84, 57)",198.67,1,117.55,210.65,90.29,81.08,optimize_schedule,0.438,0.903,79.8
579,low,4,12,sequential,0.64,"(25, 21)","(85, 54)",156.36,1,153.59,420.54,85.98,72.57,adjust_learning_rate,0.438,0.86,78.84
580,high,2,16,sequential,0.6,"(20, 35)","(75, 93)",103.94,4,89.96,310.29,84.45,58.24,adjust_learning_rate,0.769,0.845,69.2
581,medium,3,19,independent,0.7,"(43, 36)","(70, 63)",65.4,0,55.29,233.53,88.18,83.51,increase_exploration,0.584,0.882,88.13
582,medium,1,10,independent,0.67,"(2, 20)","(97, 75)",181.32,4,267.7,145.9,64.65,41.73,optimize_schedule,0.605,0.647,61.16
583,medium,4,16,interdependent,0.71,"(10, 18)","(96, 89)",137.51,5,154.36,368.36,82.98,50.61,adjust_learning_rate,0.811,0.83,64.24
584,medium,3,6,sequential,0.28,"(6, 6)","(74, 88)",51.88,2,92.46,373.71,70.26,52.79,optimize_schedule,2.053,0.703,105.69
585,high,4,6,sequential,0.21,"(43, 21)","(78, 83)",155.42,1,284.59,493.41,76.73,61.86,optimize_schedule,0.458,0.767,77.22
586,low,4,5,independent,0.31,"(47, 4)","(56, 92)",135.16,2,245.15,473.42,76.6,57.13,adjust_learning_rate,0.654,0.766,76.0
587,low,2,13,independent,0.63,"(32, 45)","(84, 68)",77.59,0,173.47,360.67,61.27,54.06,adjust_learning_rate,0.733,0.613,85.47
588,medium,5,12,independent,0.76,"(27, 26)","(56, 97)",165.98,2,64.84,153.24,96.04,82.98,increase_exploration,0.462,0.96,76.04
589,medium,5,10,sequential,0.22,"(50, 39)","(50, 80)",58.31,1,156.07,151.08,64.15,56.13,increase_exploration,0.703,0.642,79.89
590,low,2,13,sequential,0.13,"(42, 33)","(89, 89)",137.81,0,173.92,281.54,62.9,57.27,optimize_schedule,0.531,0.629,81.33
591,high,4,13,independent,0.47,"(10, 44)","(51, 78)",102.61,4,110.1,495.48,92.12,62.21,optimize_schedule,0.519,0.921,65.33
592,high,1,12,interdependent,0.65,"(39, 50)","(96, 64)",58.67,1,73.67,160.12,94.09,85.89,adjust_learning_rate,1.0,0.941,93.13
593,low,2,14,independent,0.43,"(34, 1)","(63, 65)",73.58,2,266.97,185.92,81.24,67.52,optimize_schedule,0.955,0.812,83.71
594,low,1,13,interdependent,0.58,"(9, 0)","(91, 77)",125.83,1,160.99,378.97,87.4,74.82,optimize_schedule,0.894,0.874,89.29
595,medium,5,10,interdependent,0.77,"(15, 50)","(74, 89)",194.17,4,64.13,391.3,97.72,69.89,optimize_schedule,0.364,0.977,63.13
596,low,3,5,independent,0.79,"(40, 45)","(99, 64)",134.8,2,143.91,335.12,63.25,46.55,increase_exploration,0.46,0.632,68.71
597,high,5,19,independent,0.19,"(26, 19)","(83, 91)",196.82,2,94.61,264.52,75.94,60.65,increase_exploration,0.467,0.759,71.69
598,high,3,15,interdependent,0.55,"(5, 34)","(77, 52)",98.97,3,170.06,369.36,72.91,50.52,increase_exploration,0.75,0.729,71.76
599,high,2,15,interdependent,0.65,"(16, 33)","(84, 68)",184.98,2,222.71,216.13,84.06,69.74,optimize_schedule,0.413,0.841,72.31
600,high,2,13,interdependent,0.22,"(24, 38)","(88, 99)",130.31,2,219.44,109.43,62.08,49.89,optimize_schedule,0.678,0.621,73.31
601,high,2,5,sequential,0.44,"(12, 36)","(57, 55)",78.89,1,179.82,330.86,95.48,83.86,adjust_learning_rate,0.619,0.955,84.98
602,high,1,15,independent,0.6,"(4, 9)","(53, 79)",78.27,1,261.94,341.08,77.0,65.18,adjust_learning_rate,1.092,0.77,91.38
603,medium,2,8,interdependent,0.77,"(13, 13)","(60, 82)",100.98,4,237.04,213.31,71.14,46.87,adjust_learning_rate,0.827,0.711,67.51
604,medium,3,18,sequential,0.77,"(8, 17)","(84, 62)",122.7,1,73.41,392.72,76.46,63.61,increase_exploration,0.72,0.765,83.0
605,low,2,20,sequential,0.77,"(24, 1)","(55, 75)",105.35,1,151.21,317.02,69.72,58.38,adjust_learning_rate,0.762,0.697,82.42
606,medium,3,9,independent,0.37,"(15, 4)","(83, 82)",121.59,3,279.32,463.6,96.09,71.82,increase_exploration,0.851,0.961,79.16
607,high,4,13,interdependent,0.14,"(26, 4)","(56, 81)",142.78,4,52.65,494.02,83.2,53.32,increase_exploration,0.579,0.832,64.69
608,high,5,17,sequential,0.72,"(38, 15)","(80, 52)",94.22,1,241.29,316.75,63.58,52.24,increase_exploration,0.594,0.636,77.33
609,high,1,7,sequential,0.35,"(20, 2)","(58, 90)",144.94,1,55.74,495.28,95.27,80.36,increase_exploration,0.661,0.953,85.87
610,low,5,17,interdependent,0.59,"(28, 37)","(64, 78)",80.21,5,120.78,499.57,88.59,53.6,optimize_schedule,0.68,0.886,62.58
611,low,5,13,sequential,0.77,"(10, 25)","(84, 55)",180.57,1,199.93,232.0,66.58,56.94,adjust_learning_rate,0.442,0.666,74.62
612,medium,3,11,interdependent,0.47,"(41, 0)","(87, 74)",155.94,5,237.54,429.69,79.97,46.38,optimize_schedule,0.559,0.8,57.98
613,low,4,19,interdependent,0.61,"(16, 34)","(50, 54)",188.18,2,233.87,137.91,79.32,66.56,optimize_schedule,0.21,0.793,66.73
614,medium,3,17,interdependent,0.38,"(47, 28)","(95, 99)",156.55,1,199.44,208.53,97.86,88.69,optimize_schedule,0.547,0.979,83.91
615,high,5,18,sequential,0.78,"(44, 41)","(87, 80)",171.69,0,111.79,480.33,80.84,71.23,increase_exploration,0.338,0.808,81.02
616,high,5,5,interdependent,0.55,"(37, 7)","(97, 62)",132.04,3,267.0,478.4,72.87,48.3,adjust_learning_rate,0.616,0.729,68.78
617,high,5,11,sequential,0.29,"(14, 26)","(50, 89)",90.68,4,227.13,216.28,73.58,49.25,adjust_learning_rate,0.8,0.736,67.47
618,medium,5,6,interdependent,0.45,"(39, 18)","(80, 72)",125.48,1,169.55,422.86,75.74,62.28,optimize_schedule,0.54,0.757,78.82
619,low,5,15,sequential,0.37,"(18, 32)","(84, 62)",129.46,5,257.57,129.74,70.97,43.38,optimize_schedule,0.56,0.71,56.0
620,medium,4,11,sequential,0.48,"(20, 19)","(59, 99)",159.2,5,230.91,295.85,66.0,35.08,optimize_schedule,0.559,0.66,54.87
621,high,1,20,interdependent,0.18,"(42, 38)","(79, 78)",83.55,5,289.01,375.45,98.93,66.42,increase_exploration,0.652,0.989,64.24
622,medium,4,5,interdependent,0.31,"(45, 42)","(68, 81)",197.46,2,189.25,216.63,63.93,49.6,adjust_learning_rate,0.229,0.639,63.73
623,high,2,9,interdependent,0.42,"(36, 0)","(75, 98)",66.67,1,57.92,246.82,95.89,85.95,adjust_learning_rate,1.582,0.959,106.47
624,low,3,14,independent,0.19,"(39, 48)","(79, 82)",90.46,2,175.53,404.74,74.98,56.89,optimize_schedule,0.58,0.75,74.0
625,high,1,8,sequential,0.63,"(2, 28)","(61, 63)",150.4,3,229.22,327.46,85.52,63.97,optimize_schedule,0.456,0.855,68.02
626,low,5,7,independent,0.19,"(15, 33)","(51, 56)",171.9,5,151.91,267.44,79.19,48.84,optimize_schedule,0.249,0.792,50.91
627,high,4,18,sequential,0.55,"(42, 8)","(100, 55)",58.51,4,233.87,450.27,83.48,54.47,optimize_schedule,1.276,0.835,80.24
628,high,4,10,sequential,0.52,"(32, 32)","(84, 81)",182.89,5,297.32,303.25,84.87,53.81,adjust_learning_rate,0.391,0.849,55.33
629,medium,1,13,interdependent,0.37,"(27, 29)","(75, 90)",56.99,3,197.41,144.26,62.58,44.69,adjust_learning_rate,1.362,0.626,83.07
630,medium,5,16,sequential,0.29,"(3, 13)","(71, 95)",67.85,2,146.26,332.72,78.68,62.03,adjust_learning_rate,1.57,0.787,96.82
631,medium,1,20,sequential,0.13,"(32, 33)","(99, 91)",106.65,1,231.33,485.4,95.18,80.47,increase_exploration,0.831,0.952,89.62
632,medium,2,17,sequential,0.51,"(12, 27)","(65, 62)",111.04,2,297.53,469.08,79.38,60.0,optimize_schedule,0.572,0.794,74.8
633,high,2,19,independent,0.25,"(16, 50)","(69, 64)",140.63,5,252.2,343.27,81.92,50.05,adjust_learning_rate,0.39,0.819,54.64
634,medium,4,8,independent,0.59,"(28, 14)","(56, 80)",199.97,5,248.67,281.56,65.58,34.95,adjust_learning_rate,0.359,0.656,50.33
635,medium,5,8,independent,0.77,"(12, 44)","(91, 72)",80.03,0,86.91,315.92,62.1,55.78,increase_exploration,1.047,0.621,92.62
636,high,3,13,interdependent,0.72,"(48, 47)","(85, 75)",146.88,5,171.21,413.48,82.79,49.52,adjust_learning_rate,0.316,0.828,53.2
637,high,2,16,interdependent,0.25,"(29, 39)","(56, 68)",130.13,0,124.96,211.18,89.6,85.38,increase_exploration,0.304,0.896,82.22
638,medium,4,15,interdependent,0.17,"(34, 44)","(86, 76)",116.13,3,268.42,136.22,64.47,46.75,increase_exploration,0.526,0.645,64.91
639,medium,3,5,interdependent,0.7,"(21, 32)","(94, 71)",101.96,3,153.9,437.2,65.97,42.23,optimize_schedule,0.812,0.66,71.6
640,medium,1,12,interdependent,0.76,"(3, 38)","(57, 88)",126.63,0,144.41,266.8,79.97,74.63,adjust_learning_rate,0.581,0.8,86.24
641,high,5,6,sequential,0.77,"(37, 48)","(73, 62)",84.35,0,124.2,214.99,71.89,67.59,increase_exploration,0.458,0.719,81.71
642,low,1,12,sequential,0.74,"(2, 28)","(83, 88)",80.91,3,171.85,304.29,75.04,53.95,increase_exploration,1.246,0.75,83.24
643,low,3,5,independent,0.13,"(14, 29)","(70, 97)",62.99,5,271.22,365.69,71.99,39.68,adjust_learning_rate,1.398,0.72,74.84
644,low,5,7,independent,0.42,"(9, 26)","(52, 50)",62.68,0,202.2,281.39,74.09,68.46,increase_exploration,0.786,0.741,89.49
645,low,5,12,sequential,0.38,"(23, 2)","(96, 84)",188.62,5,73.76,265.07,93.25,62.95,adjust_learning_rate,0.582,0.932,61.42
646,high,2,14,interdependent,0.59,"(9, 48)","(86, 67)",113.5,3,239.1,316.5,96.51,75.18,adjust_learning_rate,0.699,0.965,75.87
647,high,1,18,independent,0.12,"(32, 12)","(89, 80)",93.56,4,282.08,125.38,76.06,53.55,optimize_schedule,0.948,0.761,71.31
648,high,1,8,sequential,0.25,"(38, 12)","(77, 54)",65.33,1,61.25,264.85,88.39,78.09,increase_exploration,0.877,0.884,89.13
649,medium,1,8,independent,0.23,"(9, 39)","(77, 76)",59.89,3,99.51,208.1,79.11,59.95,adjust_learning_rate,1.293,0.791,85.2
650,high,3,10,sequential,0.31,"(6, 17)","(59, 95)",171.17,5,283.39,406.89,85.48,52.34,increase_exploration,0.551,0.855,59.02
651,high,4,19,interdependent,0.44,"(30, 3)","(73, 89)",59.45,2,151.04,253.5,94.17,79.1,optimize_schedule,1.617,0.942,101.31
652,medium,5,14,interdependent,0.18,"(12, 41)","(60, 97)",81.34,5,248.09,353.49,71.3,39.23,increase_exploration,0.907,0.713,63.78
653,high,4,20,sequential,0.79,"(20, 17)","(86, 62)",121.21,2,139.25,319.21,75.23,58.85,adjust_learning_rate,0.659,0.752,75.8
654,medium,4,17,sequential,0.78,"(6, 43)","(72, 64)",81.81,3,258.43,342.23,77.96,56.12,adjust_learning_rate,0.847,0.78,75.04
655,high,1,20,sequential,0.42,"(15, 16)","(83, 50)",107.28,4,56.19,478.7,60.64,31.07,adjust_learning_rate,0.709,0.606,62.56
656,high,4,5,independent,0.47,"(33, 36)","(66, 56)",187.45,0,128.73,232.17,93.71,89.07,optimize_schedule,0.206,0.937,80.96
657,medium,1,20,interdependent,0.68,"(46, 2)","(68, 67)",127.23,5,125.59,109.04,98.43,71.25,adjust_learning_rate,0.539,0.984,61.62
658,low,5,16,interdependent,0.14,"(21, 35)","(99, 66)",89.8,0,117.89,107.21,65.76,63.62,adjust_learning_rate,0.935,0.658,90.96
659,low,5,14,interdependent,0.41,"(16, 48)","(60, 98)",154.65,0,228.98,492.12,92.85,83.01,adjust_learning_rate,0.431,0.928,85.76
660,low,3,10,independent,0.23,"(16, 27)","(85, 59)",93.37,2,125.88,107.38,85.13,72.98,adjust_learning_rate,0.815,0.851,81.47
661,low,4,15,independent,0.6,"(21, 44)","(98, 99)",185.81,0,56.59,287.71,85.03,79.28,adjust_learning_rate,0.509,0.85,85.76
662,high,5,5,sequential,0.27,"(5, 17)","(67, 100)",67.3,5,155.64,452.23,62.5,28.46,optimize_schedule,1.539,0.625,75.87
663,low,4,8,interdependent,0.72,"(28, 42)","(63, 56)",104.93,5,84.36,464.19,76.41,42.13,optimize_schedule,0.359,0.764,52.73
664,medium,2,11,sequential,0.3,"(34, 9)","(70, 64)",150.43,2,54.0,401.18,67.81,49.79,adjust_learning_rate,0.437,0.678,69.22
665,low,1,11,interdependent,0.14,"(31, 40)","(85, 58)",53.01,1,210.77,243.79,69.48,59.6,optimize_schedule,1.074,0.695,89.31
666,high,3,8,interdependent,0.19,"(13, 31)","(71, 76)",176.79,3,284.44,369.2,81.66,59.28,optimize_schedule,0.415,0.817,66.27
667,low,5,8,sequential,0.33,"(43, 7)","(67, 63)",154.13,3,142.54,368.06,98.18,75.82,adjust_learning_rate,0.395,0.982,69.49
668,medium,4,17,interdependent,0.1,"(28, 29)","(53, 89)",139.71,2,252.07,302.34,70.85,54.8,adjust_learning_rate,0.465,0.708,70.51
669,medium,2,20,interdependent,0.41,"(38, 44)","(70, 79)",141.07,4,115.63,190.53,66.02,42.21,optimize_schedule,0.336,0.66,55.47
670,high,4,13,interdependent,0.4,"(0, 9)","(66, 90)",50.6,4,246.49,231.82,62.36,37.72,optimize_schedule,2.065,0.624,93.09
671,low,5,7,sequential,0.64,"(30, 47)","(74, 75)",138.77,4,244.05,224.1,96.85,72.37,optimize_schedule,0.376,0.968,63.2
672,high,3,11,interdependent,0.35,"(37, 7)","(62, 91)",98.86,3,80.75,139.4,68.5,50.71,increase_exploration,0.887,0.685,73.82
673,medium,5,9,interdependent,0.29,"(9, 30)","(72, 69)",59.74,5,271.07,304.65,75.88,44.79,adjust_learning_rate,1.24,0.759,72.2
674,high,2,13,interdependent,0.76,"(29, 35)","(67, 74)",66.38,3,221.41,220.44,62.82,43.41,optimize_schedule,0.82,0.628,71.07
675,low,1,12,interdependent,0.15,"(7, 0)","(65, 91)",76.11,0,229.09,434.82,80.19,71.49,optimize_schedule,1.418,0.802,104.89
676,high,3,19,sequential,0.68,"(20, 27)","(69, 62)",166.12,3,69.52,384.29,65.36,42.67,adjust_learning_rate,0.362,0.654,61.47
677,medium,2,20,independent,0.35,"(39, 22)","(96, 90)",155.66,2,247.19,234.13,98.68,84.0,increase_exploration,0.57,0.987,79.04
678,high,2,8,independent,0.67,"(30, 20)","(82, 61)",167.38,2,198.87,387.73,71.52,53.77,increase_exploration,0.396,0.715,69.13
679,medium,4,16,interdependent,0.75,"(25, 3)","(80, 83)",123.62,5,213.32,377.31,79.41,46.86,adjust_learning_rate,0.785,0.794,62.87
680,low,3,8,sequential,0.3,"(25, 21)","(77, 52)",188.24,5,124.18,317.15,66.57,35.23,optimize_schedule,0.322,0.666,49.73
681,low,5,6,interdependent,0.55,"(41, 18)","(81, 56)",173.7,1,289.52,379.53,68.1,55.51,optimize_schedule,0.318,0.681,72.2
682,high,4,10,independent,0.13,"(35, 0)","(57, 94)",173.67,4,267.98,353.07,78.33,51.27,increase_exploration,0.556,0.783,63.09
683,high,4,14,interdependent,0.12,"(47, 47)","(63, 87)",79.88,2,244.58,474.03,77.15,57.67,increase_exploration,0.539,0.772,73.58
684,medium,1,6,interdependent,0.5,"(24, 42)","(58, 87)",94.71,5,188.22,262.35,74.83,44.58,optimize_schedule,0.596,0.748,57.64
685,high,3,15,interdependent,0.28,"(14, 39)","(70, 51)",155.65,1,70.37,194.89,80.65,71.75,increase_exploration,0.368,0.807,76.11
686,low,3,13,independent,0.51,"(46, 16)","(84, 60)",97.73,5,93.31,252.6,92.37,62.32,increase_exploration,0.595,0.924,61.53
687,low,1,17,interdependent,0.33,"(50, 41)","(59, 90)",68.82,2,159.85,382.44,88.6,70.95,optimize_schedule,0.724,0.886,80.22
688,low,2,6,independent,0.65,"(33, 20)","(57, 72)",148.74,3,263.44,298.22,94.9,73.94,increase_exploration,0.385,0.949,68.53
689,high,5,17,sequential,0.53,"(24, 4)","(98, 60)",149.85,4,252.44,167.05,93.34,70.0,optimize_schedule,0.619,0.933,67.82
690,high,5,7,independent,0.65,"(48, 1)","(78, 81)",59.79,4,256.64,440.59,67.75,38.94,adjust_learning_rate,1.429,0.677,80.13
691,high,2,16,interdependent,0.34,"(18, 22)","(71, 68)",78.87,2,234.02,257.13,62.95,47.81,increase_exploration,0.89,0.63,78.22
692,medium,1,6,sequential,0.38,"(22, 44)","(53, 92)",98.55,1,291.92,391.05,93.97,81.15,adjust_learning_rate,0.58,0.94,83.78
693,medium,4,8,interdependent,0.34,"(24, 8)","(55, 82)",195.61,1,165.24,327.57,86.86,75.31,increase_exploration,0.41,0.869,78.42
694,low,3,13,independent,0.66,"(23, 10)","(86, 96)",68.03,0,169.3,332.79,88.91,82.25,optimize_schedule,1.567,0.889,110.13
695,medium,2,20,interdependent,0.53,"(44, 21)","(61, 84)",62.58,4,183.96,231.02,87.37,62.75,adjust_learning_rate,1.043,0.874,75.93
696,low,2,6,sequential,0.65,"(48, 10)","(60, 68)",101.2,2,177.09,349.56,78.78,61.79,optimize_schedule,0.585,0.788,74.96
697,low,3,20,interdependent,0.25,"(50, 13)","(80, 92)",112.09,1,114.9,212.26,99.52,90.27,adjust_learning_rate,0.754,0.995,88.87
698,low,2,6,independent,0.15,"(22, 31)","(68, 73)",102.17,4,66.83,220.2,78.42,54.02,optimize_schedule,0.61,0.784,64.31
699,low,4,17,interdependent,0.44,"(40, 17)","(60, 80)",112.78,2,68.12,350.9,83.51,66.49,optimize_schedule,0.586,0.835,76.02
700,medium,4,6,interdependent,0.44,"(1, 20)","(77, 74)",183.89,3,217.41,203.71,76.67,57.6,optimize_schedule,0.507,0.767,67.2
701,high,4,16,interdependent,0.25,"(47, 48)","(80, 55)",194.32,3,183.92,327.56,72.47,50.92,adjust_learning_rate,0.174,0.725,58.87
702,low,2,13,independent,0.22,"(16, 24)","(54, 96)",53.19,1,227.61,144.35,64.48,56.59,increase_exploration,1.531,0.645,98.36
703,high,3,15,independent,0.12,"(34, 7)","(80, 74)",160.43,1,92.6,267.7,67.37,57.02,increase_exploration,0.507,0.674,76.24
704,medium,4,14,sequential,0.52,"(10, 42)","(99, 71)",60.91,4,252.72,431.37,86.08,57.45,optimize_schedule,1.537,0.861,86.62
705,low,5,19,interdependent,0.43,"(29, 39)","(97, 59)",107.88,2,150.07,118.56,65.2,52.83,adjust_learning_rate,0.657,0.652,73.53
706,medium,1,13,independent,0.49,"(27, 39)","(54, 60)",74.2,2,205.39,485.41,81.32,61.61,increase_exploration,0.461,0.813,72.76
707,medium,2,16,independent,0.52,"(16, 23)","(94, 71)",142.04,4,142.3,310.42,66.23,40.02,optimize_schedule,0.645,0.662,62.38
708,low,3,7,interdependent,0.19,"(45, 7)","(70, 54)",172.25,2,181.71,189.88,73.05,59.25,optimize_schedule,0.309,0.73,67.53
709,low,4,6,sequential,0.75,"(46, 37)","(93, 51)",137.48,0,109.25,330.65,96.68,90.07,increase_exploration,0.357,0.967,84.98
710,low,2,13,sequential,0.21,"(16, 12)","(71, 69)",158.42,5,136.64,264.43,88.16,57.87,optimize_schedule,0.5,0.882,58.49
711,medium,4,8,sequential,0.39,"(32, 38)","(61, 84)",177.53,5,158.46,164.25,86.43,58.15,optimize_schedule,0.306,0.864,53.78
712,low,4,20,interdependent,0.72,"(29, 13)","(77, 100)",105.29,1,213.25,337.1,84.18,72.44,increase_exploration,0.944,0.842,89.69
713,high,2,17,sequential,0.43,"(25, 27)","(52, 75)",191.26,4,157.64,135.92,90.52,67.8,adjust_learning_rate,0.288,0.905,59.84
714,low,3,18,interdependent,0.33,"(44, 50)","(57, 69)",180.08,4,203.36,421.51,99.2,70.77,increase_exploration,0.128,0.992,58.22
715,high,1,14,independent,0.25,"(18, 42)","(84, 78)",170.56,5,85.36,110.47,66.68,39.47,adjust_learning_rate,0.441,0.667,52.4
716,high,4,18,independent,0.69,"(23, 27)","(96, 66)",180.61,3,186.12,128.42,92.4,74.83,adjust_learning_rate,0.458,0.924,69.6
717,medium,5,13,sequential,0.59,"(45, 50)","(90, 63)",76.97,5,277.4,465.29,79.9,45.59,optimize_schedule,0.609,0.799,59.07
718,low,3,6,interdependent,0.76,"(11, 36)","(81, 74)",67.43,2,264.39,390.55,64.84,47.03,adjust_learning_rate,1.181,0.648,85.09
719,medium,1,8,independent,0.35,"(24, 2)","(100, 62)",75.3,5,262.86,270.23,90.04,59.64,optimize_schedule,1.286,0.9,76.36
720,medium,3,19,independent,0.49,"(6, 27)","(67, 52)",171.06,5,66.73,343.52,68.65,36.78,optimize_schedule,0.385,0.687,51.6
721,low,5,12,sequential,0.57,"(8, 44)","(96, 65)",77.69,2,249.03,400.46,81.94,63.93,increase_exploration,1.165,0.819,88.53
722,low,1,11,independent,0.34,"(35, 18)","(69, 71)",154.73,0,100.39,316.27,90.09,83.76,adjust_learning_rate,0.407,0.901,84.62
723,high,4,9,sequential,0.24,"(16, 15)","(99, 86)",191.87,2,234.84,459.3,64.21,45.02,adjust_learning_rate,0.569,0.642,71.36
724,medium,5,6,interdependent,0.26,"(47, 42)","(51, 80)",84.89,1,281.29,176.84,95.66,87.12,increase_exploration,0.45,0.957,81.27
725,medium,5,18,interdependent,0.53,"(11, 15)","(79, 64)",157.25,2,278.76,208.21,93.67,79.51,increase_exploration,0.533,0.937,77.11
726,high,4,8,interdependent,0.43,"(42, 36)","(60, 55)",100.82,4,216.52,188.08,91.19,67.43,optimize_schedule,0.26,0.912,59.38
727,low,3,15,interdependent,0.35,"(23, 30)","(50, 98)",128.32,1,75.8,379.21,94.8,82.22,optimize_schedule,0.57,0.948,83.73
728,high,2,17,interdependent,0.16,"(19, 48)","(81, 65)",101.76,0,102.47,233.54,87.84,83.17,increase_exploration,0.632,0.878,89.11
729,low,5,19,sequential,0.18,"(25, 32)","(77, 78)",192.99,1,57.47,449.47,68.89,54.9,adjust_learning_rate,0.36,0.689,73.31
730,high,5,10,independent,0.62,"(19, 35)","(67, 87)",127.07,2,73.38,154.48,62.96,49.87,adjust_learning_rate,0.557,0.63,70.82
731,high,1,19,independent,0.16,"(26, 37)","(83, 50)",154.7,4,55.41,376.13,76.29,48.77,adjust_learning_rate,0.378,0.763,58.69
732,high,2,20,sequential,0.44,"(18, 47)","(85, 50)",118.04,3,130.26,106.19,89.95,72.83,adjust_learning_rate,0.568,0.9,71.51
733,high,1,19,independent,0.38,"(36, 34)","(82, 98)",122.57,5,272.91,289.61,64.76,33.97,adjust_learning_rate,0.643,0.648,56.47
734,medium,3,12,independent,0.29,"(25, 1)","(78, 71)",199.68,0,160.09,156.5,79.88,76.75,increase_exploration,0.44,0.799,83.09
735,high,4,9,interdependent,0.42,"(0, 28)","(97, 57)",138.08,1,186.99,164.51,79.63,71.34,adjust_learning_rate,0.733,0.796,83.98
736,low,2,17,sequential,0.74,"(43, 21)","(81, 54)",193.8,1,109.77,395.89,78.29,65.37,adjust_learning_rate,0.26,0.783,73.18
737,high,5,18,independent,0.57,"(20, 2)","(97, 85)",98.28,5,236.66,382.45,91.05,58.4,increase_exploration,1.152,0.91,73.6
738,low,4,13,interdependent,0.34,"(15, 50)","(68, 86)",179.96,2,188.62,202.75,89.34,75.28,optimize_schedule,0.356,0.893,72.2
739,medium,3,20,independent,0.7,"(39, 9)","(86, 61)",162.76,5,188.68,336.13,87.09,55.37,adjust_learning_rate,0.431,0.871,56.71
740,medium,1,16,independent,0.42,"(12, 32)","(51, 57)",53.12,2,190.41,490.09,88.08,68.28,increase_exploration,0.872,0.881,83.4
741,medium,5,15,independent,0.43,"(28, 14)","(90, 72)",105.77,4,164.37,101.64,67.07,45.04,optimize_schedule,0.803,0.671,66.09
742,low,4,11,sequential,0.53,"(16, 25)","(51, 71)",131.28,3,257.16,173.04,75.13,56.67,increase_exploration,0.44,0.751,65.36
743,low,2,9,interdependent,0.51,"(30, 3)","(60, 92)",159.18,3,57.0,336.31,63.58,41.85,adjust_learning_rate,0.59,0.636,66.13
744,medium,3,12,sequential,0.52,"(21, 31)","(58, 67)",192.82,1,106.99,393.09,62.23,49.37,optimize_schedule,0.268,0.622,69.78
745,low,3,15,interdependent,0.58,"(36, 0)","(70, 68)",189.96,4,241.66,179.5,60.02,36.43,optimize_schedule,0.4,0.6,55.56
746,low,2,11,independent,0.2,"(40, 2)","(79, 74)",120.07,0,181.04,218.19,72.45,68.09,optimize_schedule,0.682,0.725,86.82
747,high,5,8,independent,0.5,"(41, 43)","(90, 81)",181.57,2,235.89,299.46,84.89,68.9,adjust_learning_rate,0.342,0.849,70.91
748,medium,1,8,sequential,0.63,"(44, 21)","(92, 77)",63.9,5,87.69,296.18,85.8,54.88,increase_exploration,1.154,0.858,72.49
749,low,4,11,independent,0.73,"(48, 43)","(75, 57)",109.63,0,69.31,451.97,98.39,89.35,optimize_schedule,0.277,0.984,83.58
